Month,WardLabel,Municipali,latitude,longitude,LST_Surface_C,Air_Temp_C,Soil_Moisture,NDWI_Water,Habitat_Vegetation_Index,Agric_Percentage,Population_Density_Per_KM2,Habitat_Class_Code
Nov 2025,LIM332_24,Greater Letaba Local Municipality,-23.466234239291836,30.463200795638826,30.01745094893923,22.02869224782262,0.2410845725786485,-0.2071814693375907,0.5726593649974185,0.11109963861641715,95.75381577696221,20.0
Nov 2025,LIM332_25,Greater Letaba Local Municipality,-23.524972623943995,30.603391841391534,29.701520441879865,22.95101831514213,0.2136838607909024,-0.20178722147947079,0.5762514266948842,0.06659125738889295,39.94216330994617,20.0
Nov 2025,LIM332_26,Greater Letaba Local Municipality,-23.455609156199753,30.60685400013344,29.032650147248685,22.888288231800967,0.21762421559852924,-0.19929940037381316,0.6281886276315372,0.07674721366652908,38.53266136598039,20.0
Nov 2025,LIM332_27,Greater Letaba Local Municipality,-23.52599482791676,30.492012516297752,28.375741684983705,22.186463369186573,0.23578594429542937,-0.21199365340170498,0.6281384418823337,0.04644507134388159,71.44848766898525,20.0
Nov 2025,LIM332_28,Greater Letaba Local Municipality,-23.421653992849553,30.2831015527261,28.541061006746567,21.596306535328676,0.26620916585444504,-0.2218851644428477,0.6534644184674386,0.06718784571133565,116.79660589254475,20.0
Nov 2025,LIM332_29,Greater Letaba Local Municipality,-23.675017929888988,30.13110786581389,26.943448009013032,20.14777392293238,0.3364898134509847,-0.22091103788312397,0.7165416635005069,0.08789260385005064,39.27745720644877,10.0
Nov 2025,LIM332_30,Greater Letaba Local Municipality,-23.544696116468202,30.368103890790568,27.52930451642675,21.439465241707378,0.24782732414357334,-0.22926180733497747,0.6378802635658916,0.07550387596899223,132.93062963884194,20.0
Nov 2025,LIM333_1,Greater Tzaneen Local Municipality,-23.57635748619108,30.432556731596527,28.219605404798735,21.67322306869238,0.24185398891813356,-0.22561931351480358,0.6289603333486387,0.05652233803204921,130.2986833299591,20.0
Nov 2025,LIM333_2,Greater Tzaneen Local Municipality,-23.592525586168563,30.563895296249218,29.65406477977619,22.732051483432482,0.2229263343901769,-0.213083517522155,0.5448311323599087,0.06981952879355643,114.00121771672937,20.0
Nov 2025,LIM333_3,Greater Tzaneen Local Municipality,-23.648945119047912,30.54209796772461,29.42364274483639,22.64318933655096,0.22779957388092198,-0.22941843922475424,0.5776158555946711,0.07731069234486089,107.22352596892605,20.0
Nov 2025,LIM333_4,Greater Tzaneen Local Municipality,-23.631907855040875,30.476454754906523,28.5926307084744,22.209942809943577,0.23578369702960564,-0.21012129291415324,0.5465760784912573,8.398869970222186E-4,180.9680414054789,20.0
Nov 2025,LIM333_5,Greater Tzaneen Local Municipality,-23.728448683700506,30.486502604275756,29.81417500735783,22.37675812431234,0.23846319516920544,-0.22987334360404096,0.5847275853643636,0.1607110133773135,199.47233706445263,20.0
Nov 2025,LIM333_6,Greater Tzaneen Local Municipality,-23.66507705282151,30.437213565700834,28.591053475387245,21.804405072399575,0.24776125960092987,-0.22528530871833694,0.6195696575907591,0.05246149614961495,178.40849260425637,20.0
Nov 2025,LIM333_7,Greater Tzaneen Local Municipality,-23.639795597643822,30.38054257402796,27.450764491088545,21.456870800951624,0.2485786888547138,-0.22042010907062573,0.6728690358077024,0.0,183.19916730440318,20.0
Nov 2025,LIM333_8,Greater Tzaneen Local Municipality,-23.664479373125662,30.338429110134864,27.14982974611597,20.9618261823121,0.2697186979163968,-0.2059903489236384,0.6575176923076923,0.0,478.7786538235944,10.0
Nov 2025,LIM333_9,Greater Tzaneen Local Municipality,-23.664013705876975,30.30107584511168,26.89385660399645,20.900255254256223,0.27054203643309993,-0.2136808763251085,0.6939033095644086,0.0,549.6615559824326,10.0
Nov 2025,LIM333_10,Greater Tzaneen Local Municipality,-23.693499103303502,30.303504507834674,28.012096068660057,20.901290024651416,0.27560435401068795,-0.20126769494178684,0.6023281782945737,0.0,1208.9710176043038,10.0
Nov 2025,LIM333_11,Greater Tzaneen Local Municipality,-23.699125271762103,30.37498111222891,28.36340478322993,21.452608937372975,0.2603106060057495,-0.2140725459995234,0.6260751847290641,0.14039408866995073,226.4995925202972,20.0
Nov 2025,LIM333_12,Greater Tzaneen Local Municipality,-23.739870516019064,30.410340905225276,29.739822841225642,21.742940475725987,0.2550400802720924,-0.20145779380171847,0.5224380965645311,0.034168987929433604,328.8537776573102,20.0
Nov 2025,LIM333_13,Greater Tzaneen Local Municipality,-23.769882976145787,30.323246010343688,27.68615795649083,21.372859683229187,0.2828352811553869,-0.2200316038606221,0.6982392125641964,0.043390351409276565,38.5233010762205,20.0
Nov 2025,LIM333_14,Greater Tzaneen Local Municipality,-23.785406553076218,29.998179029965,24.752276109726473,18.647983921711127,0.40010363972987023,-0.2339439009099495,0.7408302340670229,0.020448577209522593,17.474997266627383,10.000000000000005
Nov 2025,LIM333_15,Greater Tzaneen Local Municipality,-23.835474987646123,30.164861431210195,28.117448642585174,20.409915252608176,0.3989328228298037,-0.21067854852921536,0.6490025932666063,0.09736123748862603,396.2244928420749,10.0
Nov 2025,LIM333_16,Greater Tzaneen Local Municipality,-23.918027618776986,30.098110216992648,24.75134220103668,19.1695149788792,0.4100438853891118,-0.23457768082511668,0.7784760102124691,0.02333952270790211,24.38626821074667,10.0
Nov 2025,LIM333_17,Greater Tzaneen Local Municipality,-23.853796561792635,30.26789450911812,27.36974842903716,21.289143110260806,0.31604500554330356,-0.22007527402831087,0.6990604318313758,0.09851292814718883,121.65446456381066,10.0
Nov 2025,LIM333_18,Greater Tzaneen Local Municipality,-23.927698677710367,30.259963898375958,28.977394648252957,21.367269695710064,0.3109421731453323,-0.18989830310326422,0.5123555575835006,0.26300419784632234,478.7405257031774,40.0
Nov 2025,LIM333_19,Greater Tzaneen Local Municipality,-23.882395548347517,30.293724193018587,28.617721055088733,21.540344386630636,0.3038699044121636,-0.19729472338861112,0.5628676820728292,0.0854341736694678,1403.351231685811,50.0
Nov 2025,LIM333_20,Greater Tzaneen Local Municipality,-23.899409616231853,30.277271337891218,29.745852543720208,21.540344386630636,0.3038699044121636,-0.183233490607602,0.4735755961844196,0.03179650238473767,1872.4398730100618,50.0
Nov 2025,LIM333_21,Greater Tzaneen Local Municipality,-23.89117787177486,30.31317602021816,30.093644905134294,21.540344386630636,0.3038699044121636,-0.18486541697417072,0.47896699399890896,0.11947626841243865,1771.2298201444828,50.0
Nov 2025,LIM333_22,Greater Tzaneen Local Municipality,-23.953740950237883,30.33135940173563,28.18370899083646,21.22716256464639,0.2945441333294423,-0.20698605027534325,0.6200742018681168,0.1669454900320647,157.865055857161,20.0
Nov 2025,LIM333_23,Greater Tzaneen Local Municipality,-23.87551025573305,30.464172812835713,29.872090605007116,22.0205542124242,0.243156322075411,-0.20899746307934705,0.5604640765982499,0.05516749499043369,29.773894670933597,19.999999999999993
Nov 2025,LIM333_24,Greater Tzaneen Local Municipality,-23.921189309593075,30.311023783286934,28.723427414783753,21.514210869385963,0.3037174450883586,-0.20809812388066357,0.584347213071551,0.08130188430623271,362.41914576981134,20.0
Nov 2025,LIM333_25,Greater Tzaneen Local Municipality,-23.967129879467414,30.400909994589668,28.866422476059352,21.585273715203993,0.26934609340986176,-0.1948224841254009,0.516372248065483,0.0887417810976428,103.93791920544932,20.0
Nov 2025,LIM333_26,Greater Tzaneen Local Municipality,-24.07223862367739,30.351583354421766,27.762967717332504,20.790362092110843,0.30758067898688174,-0.2195360893925265,0.6240413309852901,0.11374197176428806,54.798848481571206,19.999999999999996
Nov 2025,LIM333_27,Greater Tzaneen Local Municipality,-24.068187746167904,30.266096558890787,26.220089312778793,20.062864708576853,0.3326145199003562,-0.21678997142165315,0.6464531524704457,0.14981812670506214,178.69832424018003,30.0
Nov 2025,LIM333_28,Greater Tzaneen Local Municipality,-24.012254495249287,30.32770937622494,29.390621627107926,20.915371593144116,0.300571738541711,-0.18043206635457223,0.4835201898226538,0.20773549594510288,280.9708173778653,40.0
Nov 2025,LIM333_29,Greater Tzaneen Local Municipality,-23.998394327222382,30.29184754631959,29.50631203007522,20.879813787672276,0.30246505737304685,-0.19363189205265885,0.4786371228070176,0.2782456140350877,905.9606872420561,50.0
Nov 2025,LIM333_30,Greater Tzaneen Local Municipality,-23.990427880761025,30.27672278758298,29.14333887832702,20.879813787672276,0.30246505737304685,-0.1978810350817872,0.5112136406844106,0.1311787072243346,1007.7799702778514,50.0
Nov 2025,LIM333_31,Greater Tzaneen Local Municipality,-23.97385833358037,30.268467630765684,30.025604204601922,20.879813787672276,0.30246505737304685,-0.1935882650203528,0.44872421784472777,0.09154113557358054,2456.08490306284,50.0
Nov 2025,LIM333_32,Greater Tzaneen Local Municipality,-23.960638737328008,30.254297492157406,29.236425256592877,20.550417965827478,0.32785576624072754,-0.19335959364086053,0.5214830010312823,0.29666552079752495,569.3197886334991,40.0
Nov 2025,LIM333_33,Greater Tzaneen Local Municipality,-24.034430290617,30.21130967660359,26.04845644285362,19.715530263389063,0.36248589752651056,-0.21045310330776446,0.6945424371176068,0.0559871807322521,104.31990179325557,20.0
Nov 2025,LIM333_34,Greater Tzaneen Local Municipality,-24.003995273606172,30.172156614138693,26.114075954676334,19.5987829613415,0.3783931138035995,-0.21434364087857458,0.7122487553371464,0.038266333682429717,169.36249151856003,10.0
Nov 2025,LIM333_35,Greater Tzaneen Local Municipality,-24.011066257759357,30.257502898094266,28.62679990443372,20.717383181635586,0.31450743605742176,-0.2025483605883654,0.5519111899452666,0.1836610581796067,665.9536068206708,20.0
Nov 2025,LIM334_1,Ba-Phalaborwa Local Municipality,-23.951455588608102,31.049175508956118,31.450404331412702,23.64455023615094,0.20394587401094,-0.16671695075255608,0.4179119262865091,0.0,1583.8254274948738,50.0
Nov 2025,LIM334_2,Ba-Phalaborwa Local Municipality,-24.00655770766922,31.140865742302974,30.837047668382933,23.780464019404683,0.20189208964614072,-0.13392788923903698,0.3900755798593573,0.009130113835036324,89.53936681765487,20.0
Nov 2025,LIM334_3,Ba-Phalaborwa Local Municipality,-23.9114432332533,31.04918713756147,32.93319989905497,23.506647515640534,0.2032274887623217,-0.16854920898250295,0.39198217325988977,0.10015022533800702,1049.3727846592983,50.0
Nov 2025,LIM334_4,Ba-Phalaborwa Local Municipality,-23.933073319095243,31.039319233119972,32.38920792079211,23.43618009019609,0.20547590790802103,-0.15699320375034123,0.3675409653465346,0.0,2142.1166144975336,50.0
Nov 2025,LIM334_5,Ba-Phalaborwa Local Municipality,-23.933224324595226,31.03052690733359,32.44711899791235,23.43012574513756,0.20566908518473306,-0.15714204373588642,0.35682317327766183,0.0,2196.874187286313,50.0
Nov 2025,LIM334_6,Ba-Phalaborwa Local Municipality,-23.945029359839566,31.01728861785719,31.31460563909777,23.48397562863536,0.20470528266862117,-0.16077953180200175,0.40672700000000006,0.14421052631578946,1828.5387831487153,50.0
Nov 2025,LIM334_7,Ba-Phalaborwa Local Municipality,-23.927437786233256,31.019600485722073,32.32469985650514,23.43012574513756,0.20566908518473306,-0.15765688525113675,0.38404425223214284,0.0,1925.8655313152958,60.0
Nov 2025,LIM334_8,Ba-Phalaborwa Local Municipality,-23.957825585731086,30.953096940373293,28.98432091493376,23.494586186524362,0.20382505546971894,-0.20692632339780304,0.5400042689387248,0.01125728412502207,105.46229850585762,20.0
Nov 2025,LIM334_9,Ba-Phalaborwa Local Municipality,-23.969583547990073,31.012228955771004,30.53969723766215,23.629995012271735,0.20214994408874484,-0.17961252390766103,0.44695079164561236,0.06248947279770929,410.64389506103265,20.0
Nov 2025,LIM334_10,Ba-Phalaborwa Local Municipality,-24.043604380918424,31.047415388982554,31.293578627545678,23.65698712317341,0.1999469888834351,-0.16177470485646697,0.46557630427014457,0.00611934965159907,46.023637443403786,20.0
Nov 2025,LIM334_11,Ba-Phalaborwa Local Municipality,-23.710213045149533,31.426646646916744,35.706102072414666,24.103833745378605,0.19256238362073258,-0.17587574816970114,0.37311848105069095,0.0,1.46930238537231,19.999999999999996
Nov 2025,LIM334_12,Ba-Phalaborwa Local Municipality,-23.86808451075784,31.114668962929795,32.51222024958061,23.603300523094944,0.2018045826524466,-0.19981427200593413,0.49975627349764246,6.266038073640863E-4,33.38886157137583,20.0
Nov 2025,LIM334_13,Ba-Phalaborwa Local Municipality,-23.89315443409711,31.073120802812163,33.42353153495443,23.544097811769532,0.20203255419081664,-0.17231227031340382,0.38708622135842874,0.18739770867430441,523.3148216939155,30.0
Nov 2025,LIM334_14,Ba-Phalaborwa Local Municipality,-23.867965035571782,31.07481764382757,34.04357395850905,23.546599811977842,0.20195272233751085,-0.17615051875429705,0.36039598583234955,0.0,1887.4664540836911,50.0
Nov 2025,LIM334_15,Ba-Phalaborwa Local Municipality,-23.85854000118691,31.08722456316506,33.8491119854083,23.547056880736413,0.20195246448216966,-0.177368187893037,0.36504551282051284,0.17901234567901234,1167.734445565082,50.0
Nov 2025,LIM334_16,Ba-Phalaborwa Local Municipality,-23.864076203251297,31.050008443464126,33.595975668596665,23.50665006689287,0.20340315735786013,-0.17054479595079614,0.343067659222498,0.43176178660049624,1132.2921324598144,50.0
Nov 2025,LIM334_17,Ba-Phalaborwa Local Municipality,-23.75843410536418,31.044063818614745,32.950887446827494,23.678150337949273,0.21089107517248565,-0.2095814718982898,0.48148492711139274,0.01036990087853659,19.95158046295212,20.0
Nov 2025,LIM334_18,Ba-Phalaborwa Local Municipality,-23.876379189321426,30.736954767150433,29.76047771539654,23.139913651842246,0.21538908079121694,-0.21526759434682063,0.5686045420628203,0.008460207248803659,3.6279729255964406,19.999999999999993
Nov 2025,LIM334_19,Ba-Phalaborwa Local Municipality,-23.94041231862941,31.062995414632955,31.22460828939423,23.58485455709165,0.2029030732034217,-0.1809188958199431,0.46903007136678215,0.0,483.0409814776182,20.0
Nov 2025,LIM335_1,Maruleng Local Municipality,-24.393664286310532,31.051780982292705,31.570531358325624,22.69255414836198,0.2161037264468922,-0.18876146324419815,0.4805714476373193,0.0037285732159986662,4.21276647036486,19.999999999999996
Nov 2025,LIM335_2,Maruleng Local Municipality,-24.429768422031916,30.835231918664086,29.951084928780084,21.85056610472759,0.21995514395326268,-0.18468844524902944,0.5603320336665507,0.03985292008931316,11.54922609874603,20.000000000000007
Nov 2025,LIM335_3,Maruleng Local Municipality,-24.31965614854146,30.701707339835817,32.558215729229104,22.976898191188987,0.21155669922468953,-0.1573729524114321,0.35629312936363233,0.0,88.50075690850005,20.0
Nov 2025,LIM335_4,Maruleng Local Municipality,-24.400473378314665,30.557676700795838,29.400891019900577,21.195263304335214,0.22823609892980298,-0.17803868471050527,0.49927060409036694,0.009958437924365255,61.215025062662065,20.0
Nov 2025,LIM335_5,Maruleng Local Municipality,-24.3334888403045,30.593682201994838,32.34137782521691,22.372539456397107,0.23017471049640872,-0.15070619838870872,0.3202956269323257,0.017931982136722778,112.62222646097406,20.0
Nov 2025,LIM335_6,Maruleng Local Municipality,-24.16559798517244,30.735476864430325,31.071313931507778,22.93511739977648,0.21501501666634035,-0.18201570854866694,0.4659644511132369,0.013807021452253335,3.9146956891151343,19.99999999999999
Nov 2025,LIM335_7,Maruleng Local Municipality,-24.331934551533763,30.511451308989535,28.617124767015415,21.614534082826385,0.2876924404238066,-0.16071656081325802,0.4975245655080214,0.030358734402852045,68.80598900903706,20.0
Nov 2025,LIM335_8,Maruleng Local Municipality,-24.313985756505367,30.45750321507363,26.890409970712636,21.215938863644553,0.28995570601587245,-0.16630396930673488,0.5716853906788095,0.029233948113568536,107.57076373110723,20.0
Nov 2025,LIM335_9,Maruleng Local Municipality,-24.246577636816866,30.476313413357296,29.587914824166088,21.938826623783953,0.27854001901757786,-0.1888797928866937,0.4930083067274798,0.03990877993158493,168.53536135885597,20.0
